model,train_profile,test_profile,snr_db,ber,errors,trials,num_rows
single_branch_n0_gate,umi_normalized,tdl_D_300ns,14.0,0.0003069653923128858,3259,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,16.0,0.00010643476321373457,1130,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,18.0,5.2369671103395064e-05,556,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_300ns,20.0,3.0894338348765434e-05,328,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,-10.0,0.3901922908830054,4142606,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,-8.0,0.3565351698133681,3785274,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,-6.0,0.3174852912808642,3370688,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,-4.0,0.27198885693962194,2887660,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,-2.0,0.22078139693648727,2343999,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,0.0,0.16527830524209106,1754732,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,2.0,0.10999411123770254,1167789,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,4.0,0.06146089530285494,652520,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,6.0,0.026558487503616897,281967,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,8.0,0.007878338849103009,83643,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,10.0,0.0013893033251350308,14750,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,12.0,0.0001451468762056327,1541,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,14.0,1.5447169174382717e-05,164,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,16.0,6.028163580246913e-06,64,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,18.0,2.9198917341820986e-06,31,10616832,6
single_branch_n0_gate,umi_normalized,tdl_D_30ns,20.0,1.4128508391203703e-06,15,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,-10.0,0.39138756269290126,4155296,10616832,6
